id,name,now_cost,position,team,ep_next,points_per_game_rank,selected_rank_type,influence,saves_per_90,goals_conceded_per_90,points_per_game_rank_type,web_name,creativity_rank_type,in_dreamteam,ict_index_rank_type,transfers_out_event,threat,bonus,red_cards,dreamteam_count,form_rank,influence_rank_type,influence_rank,region,form_rank_type,transfers_in_event,assists,selected_by_percent,value_season,expected_goals,clean_sheets,corners_and_indirect_freekicks_order,expected_assists_per_90,cost_change_event_fall,creativity,goals_scored,value_form,expected_assists,penalties_missed,form,chance_of_playing_next_round,event_points,clean_sheets_per_90,transfers_out,now_cost_rank,now_cost_rank_type,ict_index_rank,goals_conceded,expected_goals_conceded,direct_freekicks_order,ep_this,starts_per_90,expected_goals_conceded_per_90,expected_goal_involvements_per_90,expected_goals_per_90,ict_index,status,threat_rank,news_added,creativity_rank,points_per_game,chance_of_playing_this_round,cost_change_event,bps,starts,transfers_in,selected_rank,saves,yellow_cards,total_points,news,penalties_order,cost_change_start,own_goals,cost_change_start_fall,minutes,expected_goal_involvements,penalties_saved,threat_rank_type
145,Joël Veltman,45,DEF,Brighton,0.7,78,39,83.4,0.0,1.04,20,Veltman,48,False,75,10890,11.0,4,0,1,261,65,164,152.0,86,2686,0,3.3,4.7,0.05,2,,0.09,0,37.1,0,0.2,0.50,0,0.7,100.0,1,0.35,217904,363,57,224,6,6.26,,0.2,1.04,1.08,0.1,0.01,13.2,a,263,2024-08-31T21:00:04.664470Z,196,3.5,100.0,0,84,6,427690,101,0,1,21,,,0,0,0,521,0.55,0,81
146,Bart Verbruggen,45,GKP,Brighton,0.3,210,20,104.2,2.4,1.8,26,Verbruggen,60,False,20,6258,0.0,0,0,0,319,20,129,152.0,22,2085,0,1.9,2.2,0.00,1,,0.0,0,0.0,0,0.1,0.00,0,0.3,100.0,0,0.2,115431,426,19,251,9,9.49,,-0.2,1.0,1.9,0.0,0.0,10.4,a,540,2024-08-12T14:30:04.523944Z,560,2.0,100.0,0,44,5,246113,149,12,2,10,,,0,0,0,450,0.00,0,58
147,Adam Webster,44,DEF,Brighton,0.0,427,164,20.4,0.0,4.62,136,Webster,116,False,117,487,2.0,0,0,0,465,111,312,241.0,180,49,0,0.1,0.2,0.00,0,,0.03,0,1.8,0,0.0,0.03,0,0.0,75.0,1,0.0,6796,500,105,364,4,3.95,,-0.5,2.31,4.56,0.03,0.0,2.4,d,334,2024-10-06T22:00:07.268394Z,359,0.3,,0,7,2,2736,449,0,0,1,Knock - 75% chance of playing,,-1,0,1,78,0.03,0,107
148,Danny Welbeck,58,FWD,Brighton,5.3,13,4,186.4,0.0,1.51,4,Welbeck,2,False,4,59821,250.0,9,0,1,31,4,25,241.0,9,101649,1,20.0,7.1,3.50,2,,0.04,0,111.9,4,0.9,0.29,0,5.3,,8,0.3,935640,91,27,15,10,11.19,3.0,4.8,1.06,1.69,0.57,0.53,54.8,a,9,,53,5.9,,0,150,7,2645307,17,0,1,41,,3.0,3,0,-3,596,3.79,0,4
149,Mats Wieffer,49,MID,Brighton,1.0,187,179,52.2,0.0,2.37,80,Wieffer,119,False,129,232,2.0,0,0,0,238,97,228,152.0,119,69,1,0.1,1.8,0.00,1,,0.02,0,40.8,0,0.2,0.04,0,1.0,100.0,1,0.47,13951,290,193,259,5,5.17,,0.5,0.95,2.45,0.02,0.0,9.5,a,346,2024-08-29T09:30:04.701478Z,182,2.2,100.0,0,35,2,10937,478,0,0,9,,,-1,0,1,190,0.04,0,192
595,Brajan Gruda,54,MID,Brighton,0.3,386,254,0.0,0.0,0.0,194,Gruda,298,False,207,45,4.0,0,0,0,344,298,653,80.0,178,44,0,0.0,0.2,0.00,0,,0.0,0,0.0,0,0.1,0.00,0,0.3,100.0,1,0.0,2943,142,84,413,0,0.00,,-0.2,0.0,0.0,0.0,0.0,0.4,a,325,2024-08-30T04:00:05.748621Z,652,1.0,75.0,0,1,0,591,592,0,0,1,,,-1,0,1,3,0.00,0,183
600,Yasin Ayari,50,MID,Brighton,0.3,258,243,38.4,0.0,0.45,120,Ayari,118,False,105,138,56.0,0,0,0,340,124,273,206.0,175,76,0,0.0,1.6,0.54,1,,0.18,0,42.9,0,0.1,0.40,0,0.3,,0,0.45,1873,238,154,217,1,2.63,,-0.2,0.45,1.2,0.43,0.25,13.8,a,125,,179,1.6,,0,29,1,2174,574,0,0,8,,,0,0,0,198,0.94,0,79
601,Andrew Moran,50,MID,Brighton,0.0,644,293,0.0,0.0,0.0,293,Moran,292,False,293,9,0.0,0,0,0,631,291,641,,284,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,474,239,155,644,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,637,2024-08-20T12:19:09.002604Z,640,0.0,0.0,0,0,0,24,652,0,0,0,Loaned to Stoke City,,0,0,0,0,0.00,0,291
615,Carl Rushworth,40,GKP,Brighton,0.0,475,64,0.0,0.0,0.0,54,Rushworth,34,False,54,125,0.0,0,0,0,407,54,468,,48,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,5849,633,66,472,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,409,2024-08-31T06:28:38.039682Z,452,0.0,0.0,0,0,0,6698,492,0,0,0,Loaned to Hull City,,0,0,0,0,0.00,0,28
618,Georginio Rutter,55,MID,Brighton,5.0,48,134,65.2,0.0,2.42,23,Georginio,93,False,67,1364,116.0,1,0,1,13,81,199,73.0,9,9620,1,0.2,4.5,1.24,1,,0.13,0,61.2,2,1.2,0.43,0,6.7,75.0,11,0.3,5593,125,75,115,8,7.98,,6.2,1.21,2.41,0.5,0.37,23.6,d,55,2024-10-12T11:00:07.563830Z,131,4.2,,0,64,4,19599,375,0,0,25,Knock - 75% chance of playing,,0,0,0,298,1.67,0,31
628,Ferdi Kadioglu,45,DEF,Brighton,0.0,428,137,36.6,0.0,3.91,137,F.Kadıoğlu,31,False,82,995,8.0,0,0,0,510,100,276,219.0,206,812,0,0.2,0.2,0.03,0,,0.14,0,58.0,0,0.0,0.21,0,0.0,100.0,0,0.0,14389,389,75,255,6,5.12,,-0.5,1.3,3.34,0.16,0.02,10.2,a,284,2024-09-08T23:30:05.413986Z,140,0.3,100.0,0,2,2,28134,381,0,0,1,,,0,0,0,138,0.24,0,90
629,Matt O'Riley,55,MID,Brighton,0.0,656,289,0.0,0.0,0.0,299,O'Riley,299,False,299,32,0.0,0,0,0,650,299,655,58.0,296,57,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,494,117,71,656,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,653,2024-08-28T16:30:04.729425Z,655,0.0,0.0,0,0,0,799,648,0,0,0,Ankle injury - Unknown return date,,0,0,0,0,0.00,0,297
663,Imari Samuels,40,DEF,Brighton,0.0,469,201,0.0,0.0,0.0,156,Samuels,158,False,158,121,0.0,0,0,0,401,158,462,241.0,133,430,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,223,627,188,466,0,0.00,,-0.5,0.0,0.0,0.0,0.0,0.0,a,403,,446,0.0,,0,0,0,1272,601,0,0,0,,,0,0,0,0,0.00,0,136
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0.0,595,290,0.0,0.0,0.0,261,Andrey Santos,260,False,258,17,0.0,0,0,0,559,255,587,,236,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,535,459,278,591,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,565,2024-08-05T10:16:34.176364Z,584,0.0,0.0,0,0,0,0,649,0,0,0,Has joined Strasbourg on a season-long loan,,0,0,0,0,0.00,0,250
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0.0,588,133,0.0,0.0,0.0,255,Ângelo,254,False,252,709,0.0,0,0,0,551,249,580,,230,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,23349,451,272,584,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,558,2024-09-05T10:38:18.297070Z,577,0.0,0.0,0,0,0,5940,374,0,0,0,Transferred to Al-Nassr,,0,0,0,0,0.00,0,244
153,Benoît Badiashile,43,DEF,Chelsea,-0.5,510,156,0.0,0.0,0.0,188,B.Badiashile,188,False,189,370,0.0,0,0,0,450,189,502,73.0,172,254,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,10139,560,146,506,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,451,,486,0.0,,0,0,0,4620,428,0,0,0,,,-2,0,2,0,0.00,0,174
154,Lucas Bergström,40,GKP,Chelsea,-0.5,477,46,0.0,0.0,0.0,55,Bergström,35,False,55,487,0.0,0,0,0,409,55,470,72.0,49,433,0,0.3,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,10426,636,67,474,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,411,,454,0.0,,0,0,0,11112,318,0,0,0,,,0,0,0,0,0.00,0,29
155,Marcus Bettinelli,40,GKP,Chelsea,-0.5,440,43,0.0,0.0,0.0,36,Bettinelli,15,False,36,498,0.0,0,0,0,369,36,431,241.0,30,327,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,10298,588,47,435,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,370,,414,0.0,,0,0,0,7540,291,0,0,0,,,0,0,0,0,0.00,0,9
157,Moisés Caicedo Corozo,49,MID,Chelsea,2.5,167,66,138.8,0.0,1.17,71,Caicedo,66,False,65,7318,14.0,0,0,0,96,26,74,62.0,44,4244,1,1.0,3.5,0.15,2,,0.11,0,91.0,0,0.6,0.78,0,3.0,,1,0.29,63736,294,196,112,8,7.60,,3.5,1.02,1.11,0.13,0.02,24.4,a,246,,86,2.4,,0,110,7,87941,199,0,2,17,,,-1,0,1,615,0.93,0,139
158,Cesare Casadei,45,MID,Chelsea,-0.5,586,146,0.0,0.0,0.0,253,Casadei,252,False,250,744,0.0,0,0,0,548,247,578,106.0,227,407,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,13535,447,268,582,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,555,,575,0.0,,0,0,0,11519,412,0,0,0,,,0,0,0,0,0.00,0,241
160,Ben Chilwell,48,DEF,Chelsea,-0.5,615,87,0.0,0.0,0.0,216,Chilwell,216,False,216,2189,0.0,0,0,0,583,216,607,241.0,213,1068,0,0.5,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,64080,318,34,610,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,590,,604,0.0,,0,0,0,18770,245,0,0,0,,,-2,0,2,0,0.00,0,213
161,Carney Chukwuemeka,49,MID,Chelsea,-0.4,628,201,0.0,0.0,0.0,281,Chukwuemeka,280,False,281,369,0.0,0,0,0,607,279,623,241.0,267,20,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,75.0,0,0.0,5697,291,194,626,0,0.00,,0.4,0.0,0.0,0.0,0.0,0.0,d,612,2024-10-04T12:30:06.437566Z,618,0.0,75.0,0,0,0,3157,515,0,0,0,Illness - 75% chance of playing,,-1,0,1,0,0.00,0,278
162,Levi Colwill,46,DEF,Chelsea,2.5,148,38,145.6,0.0,1.14,44,Colwill,52,False,39,16753,28.0,1,0,0,95,19,63,241.0,27,8649,0,3.4,3.9,0.18,2,,0.07,-1,36.5,0,0.7,0.49,0,3.0,,1,0.29,165737,349,49,146,8,7.46,,3.5,1.0,1.07,0.1,0.03,21.1,a,195,,200,2.6,,1,92,7,428673,99,0,2,18,,,1,0,-1,630,0.67,0,48
163,Marc Cucurella Saseta,50,DEF,Chelsea,0.0,199,27,95.6,0.0,1.07,66,Cucurella,53,False,66,69950,14.0,0,0,0,153,55,143,200.0,51,2931,0,5.3,3.0,0.00,2,,0.1,0,36.3,0,0.4,0.64,0,2.0,0.0,1,0.31,425981,198,22,207,7,7.29,,2.5,1.07,1.11,0.1,0.0,14.6,s,247,2024-10-06T22:00:07.319833Z,201,2.1,,0,87,7,288658,75,0,5,15,Suspended until 27 Oct,,0,0,0,590,0.64,0,73
164,David Datro Fofana,54,FWD,Chelsea,0.0,655,62,0.0,0.0,0.0,68,D.D.Fofana,68,False,68,260,0.0,0,0,0,647,67,654,54.0,65,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,13803,143,42,655,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,650,2024-09-11T14:26:52.770225Z,653,0.0,0.0,0,0,0,4727,472,0,0,0,Transferred to AEK Athens,,-1,0,1,0,0.00,0,68
165,Deivid Washington de Souza Eugênio,50,FWD,Chelsea,-0.5,648,57,0.0,0.0,0.0,66,Deivid,66,False,66,852,0.0,0,0,0,635,65,645,30.0,63,684,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,11576,249,54,648,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,642,,645,0.0,,0,0,0,10522,403,0,0,0,,,0,0,0,0,0.00,0,66
166,Kiernan Dewsbury-Hall,57,MID,Chelsea,-0.2,391,145,7.4,0.0,2.05,197,Dewsbury-Hall,177,False,192,602,0.0,0,0,0,349,187,378,241.0,181,230,0,0.1,0.5,0.00,0,,0.06,0,12.4,0,0.1,0.03,0,0.3,,0,0.0,20632,100,61,376,1,0.34,,0.8,0.0,0.7,0.06,0.0,2.0,a,656,,293,1.0,,0,9,0,4614,409,0,0,3,,,-3,0,3,44,0.03,0,298
167,Axel Disasi,44,DEF,Chelsea,-0.2,77,108,13.0,0.0,0.0,19,Disasi,119,False,131,1898,0.0,0,0,0,312,125,348,73.0,100,567,0,0.3,1.6,0.00,1,,0.0,0,1.5,0,0.1,0.00,0,0.3,,0,0.96,34784,519,119,393,0,1.90,,0.8,0.96,1.82,0.0,0.0,1.5,a,476,,362,3.5,,0,29,1,19558,297,0,0,7,,,-1,0,1,94,0.00,0,187
168,Enzo Fernández,49,MID,Chelsea,1.5,216,56,73.4,0.0,1.41,92,Enzo,31,False,55,7592,55.0,0,0,0,151,71,182,10.0,68,3040,0,1.3,2.4,0.34,1,1.0,0.11,0,138.0,0,0.4,0.65,0,2.0,,2,0.18,154234,286,190,93,8,5.43,5.0,2.5,1.06,0.96,0.17,0.06,26.7,a,127,,37,2.0,,0,82,6,116116,178,0,1,12,,4.0,-1,0,1,511,0.99,0,80
169,Conor Gallagher,59,MID,Chelsea,0.0,658,138,0.0,0.0,0.0,300,Gallagher,300,False,300,392,0.0,0,0,0,653,300,657,,297,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,70398,86,56,658,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,657,2024-08-22T11:20:34.236891Z,658,0.0,0.0,0,0,0,1567,389,0,0,0,Transferred to Atletico Madrid,,-1,0,1,0,0.00,0,299
170,Alfie Gilchrist,40,DEF,Chelsea,0.0,486,185,0.0,0.0,0.0,166,Gilchrist,167,False,167,156,0.0,0,0,0,418,167,478,,143,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,5710,646,200,482,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,420,2024-08-09T11:15:16.064928Z,462,0.0,0.0,0,0,0,0,521,0,0,0,Has joined Sheffield United on a season-long,,0,0,0,0,0.00,0,146
171,Malo Gusto,49,DEF,Chelsea,0.5,302,62,67.0,0.0,1.66,98,Gusto,41,False,73,5102,24.0,0,0,0,239,76,197,73.0,76,5280,0,1.6,1.2,0.12,0,,0.05,0,42.2,0,0.2,0.22,0,1.0,100.0,2,0.0,283182,293,30,221,8,4.78,,1.5,1.04,0.99,0.07,0.02,13.4,a,206,2024-09-02T01:30:06.042221Z,180,1.2,100.0,0,30,5,127549,165,0,1,6,,,-1,0,1,433,0.34,0,51
172,Reece James,49,DEF,Chelsea,0.0,625,181,0.0,0.0,0.0,218,James,218,False,218,267,0.0,0,0,0,600,218,619,241.0,217,210,0,0.1,0.0,0.00,0,4.0,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,8751,276,27,622,0,0.00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,i,607,2024-07-17T13:30:05.006577Z,615,0.0,0.0,0,0,0,2617,498,0,0,0,Hamstring injury - Unknown return date,,-1,0,1,0,0.00,0,217
173,Omari Kellyman,44,MID,Chelsea,0.0,538,226,0.0,0.0,0.0,221,Kellyman,220,False,218,200,0.0,0,0,0,494,215,530,241.0,192,201,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,3923,544,302,534,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,494,2024-09-08T23:00:06.668188Z,522,0.0,0.0,0,0,0,2211,553,0,0,0,Hamstring injury - Unknown return date,,-1,0,1,0,0.00,0,207
174,Roméo Lavia,45,MID,Chelsea,-0.2,265,71,15.6,0.0,1.18,124,Lavia,164,False,171,3072,0.0,0,0,0,321,164,340,21.0,161,1368,0,0.8,0.7,0.00,0,,0.21,0,16.8,0,0.1,0.18,0,0.3,100.0,0,0.0,142611,449,270,343,1,0.80,,0.8,1.18,0.95,0.21,0.0,3.3,a,556,2024-08-27T11:00:05.591579Z,268,1.5,100.0,0,20,1,106724,217,0,0,3,,,0,0,0,76,0.18,0,242
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0.0,660,54,0.0,0.0,0.0,71,Lukaku,71,False,71,463,0.0,0,0,0,655,70,659,,69,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,58901,53,19,660,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,659,2024-08-30T10:21:53.872158Z,660,0.0,0.0,0,0,0,8049,345,0,0,0,Permanent transfer to Napoli,,-2,0,2,0,0.00,0,71
176,Malang Sarr,45,DEF,Chelsea,0.0,548,218,0.0,0.0,0.0,208,M.Sarr,208,False,209,9,0.0,0,0,0,506,209,540,,203,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,415,377,64,544,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,511,2024-07-29T09:46:25.583703Z,535,0.0,0.0,0,0,0,0,656,0,0,0,Permanent move to RC Lens,,0,0,0,0,0.00,0,201
177,Noni Madueke,65,MID,Chelsea,5.5,8,12,174.0,0.0,1.13,6,Madueke,67,False,14,53263,256.0,6,0,1,26,11,33,241.0,13,40027,1,9.2,6.6,1.96,2,,0.07,0,90.6,4,0.9,0.38,0,6.0,,10,0.38,1002687,47,29,19,6,6.04,,6.5,1.13,1.14,0.44,0.37,52.1,a,8,,87,7.2,,0,144,6,1765240,46,0,0,43,,3.0,0,0,0,476,2.34,0,5
178,Marc Guiu Paz,49,FWD,Chelsea,-0.5,370,44,0.0,0.0,3.75,34,Marc Guiu,42,False,60,3657,0.0,0,0,0,611,59,626,200.0,56,2202,0,0.6,0.2,0.00,0,,0.0,0,0.3,0,0.0,0.00,0,0.0,,0,0.0,83018,299,61,629,1,0.11,,0.5,0.0,0.41,0.0,0.0,0.0,a,615,,391,1.0,,0,2,0,59323,232,0,0,1,,,-1,0,1,24,0.00,0,58
179,Mykhailo Mudryk,62,MID,Chelsea,0.2,395,114,13.0,0.0,2.22,201,Mudryk,139,False,164,1003,2.0,0,0,0,301,168,349,225.0,157,426,0,0.2,0.6,0.00,0,,0.58,0,29.0,0,0.1,0.52,0,0.7,,1,0.0,30548,72,49,328,2,2.53,,1.2,1.11,2.81,0.58,0.0,4.3,a,352,,227,1.0,,0,17,1,12257,336,0,0,4,,,-3,0,3,81,0.52,0,198
180,Nicolas Jackson,79,FWD,Chelsea,7.2,11,5,209.4,0.0,1.21,3,N.Jackson,4,True,3,116843,297.0,5,0,2,8,2,15,189.0,2,75268,3,18.2,5.3,4.92,2,,0.04,0,92.4,4,1.0,0.23,0,7.7,,2,0.35,623973,14,5,10,7,6.58,,8.2,1.21,1.14,0.89,0.85,59.9,a,5,,83,6.0,,0,168,7,2225488,18,0,2,42,,,4,0,-4,521,5.15,0,3
181,Christopher Nkunku,60,MID,Chelsea,0.5,223,33,62.8,0.0,0.72,97,Nkunku,107,False,82,21154,90.0,1,0,0,252,86,205,73.0,128,4821,0,3.2,2.2,1.80,0,,0.12,1,49.6,1,0.2,0.16,0,1.0,,1,0.0,1430902,80,53,150,1,1.86,,1.5,0.72,1.34,1.42,1.3,20.2,a,77,,164,1.9,,-1,51,1,215187,104,0,0,13,,2.0,-5,0,5,125,1.96,0,46
182,Cole Palmer,108,MID,Chelsea,12.5,1,1,366.4,0.0,1.21,1,Palmer,4,True,2,44801,204.0,9,0,2,1,1,2,241.0,1,174387,5,49.8,6.2,4.07,2,2.0,0.27,-1,298.1,6,1.2,1.79,0,13.0,100.0,6,0.3,1448517,3,2,3,8,7.32,1.0,13.5,1.06,1.11,0.89,0.62,86.9,a,19,2024-09-04T10:00:05.275173Z,4,9.6,100.0,1,279,7,2811720,2,0,3,67,,1.0,3,0,-3,595,5.86,0,12
183,Đorđe Petrović,44,GKP,Chelsea,0.0,535,47,0.0,0.0,0.0,67,Petrović,55,False,67,1017,0.0,0,0,0,491,67,527,,67,0,0,0.3,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,55417,539,35,531,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,491,2024-08-31T06:26:07.653045Z,519,0.0,0.0,0,0,0,2753,327,0,0,0,Loaned to Strasbourg,,-1,0,1,0,0.00,0,51
184,Renato Palma Veiga,45,MID,Chelsea,-0.2,299,109,30.4,0.0,0.71,148,Renato Veiga,189,False,159,1471,15.0,0,0,0,322,134,289,173.0,162,1412,0,0.3,1.1,0.04,1,,0.01,0,5.5,0,0.1,0.01,0,0.3,,0,0.71,20857,465,282,315,1,2.20,,0.8,0.71,1.56,0.04,0.03,5.1,a,236,,330,1.2,,0,23,1,32823,323,0,1,5,,,0,0,0,127,0.05,0,135
185,Robert Sánchez,47,GKP,Chelsea,4.8,25,6,246.4,4.71,1.14,4,Sánchez,62,False,3,43123,0.0,5,0,2,30,3,8,200.0,3,48036,0,12.1,7.7,0.00,2,,0.0,0,0.0,0,1.1,0.00,0,5.3,,4,0.29,322389,340,11,111,8,7.72,,5.8,1.0,1.1,0.0,0.0,24.5,a,584,,602,5.1,,0,138,7,1248477,32,33,1,36,,,2,0,-2,630,0.00,1,60
187,Tosin Adarabioyo,44,DEF,Chelsea,1.8,136,128,36.2,0.0,0.0,38,Tosin,91,False,104,1091,0.0,0,0,0,129,101,280,241.0,42,425,0,0.2,1.8,0.00,1,,0.0,0,11.1,0,0.5,0.00,0,2.3,,1,0.76,20195,499,104,321,0,1.32,,2.8,0.76,1.0,0.0,0.0,4.8,a,465,,306,2.7,,0,44,1,12940,358,0,0,8,,,-1,0,1,119,0.00,0,180
189,Wesley Fofana,45,DEF,Chelsea,0.0,252,84,109.8,0.0,1.21,84,W.Fofana,36,False,54,7802,14.0,2,0,0,318,45,118,73.0,105,504,0,0.6,2.4,0.04,1,,0.02,0,50.9,0,0.1,0.10,0,0.3,0.0,1,0.15,54028,405,85,178,8,7.37,,0.8,1.06,1.11,0.03,0.01,17.6,s,241,2024-10-06T22:00:07.368413Z,161,1.6,,0,67,7,67795,240,0,5,11,Suspended until 27 Oct,,0,0,0,596,0.14,0,69
386,Jadon Sancho,64,MID,Chelsea,4.5,38,41,75.8,0.0,1.04,18,Sancho,41,False,74,23958,31.0,1,0,0,42,69,178,241.0,21,14578,4,2.7,2.8,0.08,0,,0.29,0,112.6,0,0.8,0.83,0,5.0,,2,0.0,88628,52,33,132,3,2.45,,5.5,1.04,0.85,0.32,0.03,21.9,a,189,,52,4.5,,0,79,3,305958,116,0,1,18,,,-1,0,1,260,0.91,0,109
560,Pedro Lomba Neto,62,MID,Chelsea,0.2,314,80,50.0,0.0,0.75,158,Neto,65,False,94,3344,30.0,0,0,0,299,100,233,173.0,155,460,1,0.5,1.3,0.11,0,3.0,0.15,0,91.1,0,0.1,0.41,0,0.7,,0,0.0,118917,69,46,182,2,2.52,,1.2,0.75,0.94,0.19,0.04,17.1,a,191,,85,1.1,,0,36,2,48586,250,0,2,8,,,-3,0,3,240,0.52,0,110
575,Caleb Wiley,40,DEF,Chelsea,0.0,478,196,0.0,0.0,0.0,160,Wiley,162,False,162,77,0.0,0,0,0,410,162,471,,137,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,2972,637,193,475,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,412,2024-08-13T07:07:06.645739Z,455,0.0,0.0,0,0,0,0,576,0,0,0,Loaned to Strasbourg,,0,0,0,0,0.00,0,140
581,Filip Jørgensen,43,GKP,Chelsea,-0.5,513,50,0.0,0.0,0.0,61,Jørgensen,42,False,61,666,0.0,0,0,0,453,61,505,58.0,56,501,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,21871,565,39,509,0,0.00,,0.5,0.0,0.0,0.0,0.0,0.0,a,454,,489,0.0,,0,0,0,5937,347,0,0,0,,,-2,0,2,0,0.00,0,36
621,João Félix Sequeira,62,MID,Chelsea,0.2,233,78,45.0,0.0,0.0,105,João Félix,156,False,115,4649,57.0,0,0,0,300,107,244,173.0,156,1051,0,0.6,1.5,0.47,0,,0.08,0,19.9,1,0.1,0.11,0,0.7,,1,0.0,121994,70,47,237,0,1.18,,1.2,0.0,0.9,0.44,0.36,12.1,a,121,,254,1.8,,0,33,0,140174,242,0,1,9,,,-3,0,3,118,0.58,0,76
11,Eddie Nketiah,59,FWD,Crystal Palace,1.7,232,36,12.4,0.0,1.42,26,Nketiah,28,False,26,7551,89.0,0,0,0,185,29,350,241.0,21,5073,0,1.0,1.2,0.65,1,,0.07,0,19.4,0,0.3,0.26,0,1.7,,1,0.28,93488,83,23,242,5,5.13,,0.7,1.14,1.46,0.25,0.18,11.8,a,79,,257,1.8,,0,28,4,144159,200,0,1,7,,,-1,0,1,317,0.91,0,24
159,Trevoh Chalobah,44,DEF,Crystal Palace,0.7,205,146,5.8,0.0,1.03,68,Chalobah,124,False,107,316,36.0,0,0,0,259,132,383,241.0,84,520,0,0.1,0.5,0.21,0,,0.01,0,1.0,0,0.2,0.01,0,0.7,100.0,2,0.0,17654,510,113,326,1,1.31,,-0.3,1.03,1.36,0.23,0.22,4.3,a,168,2024-09-13T15:30:06.602568Z,369,2.0,100.0,0,2,1,10904,401,0,0,2,,,-1,0,1,87,0.22,0,38
190,Naouirou Ahamada,45,MID,Crystal Palace,0.0,568,143,0.0,0.0,0.0,238,Ahamada,237,False,235,666,0.0,0,0,0,528,232,560,,210,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,27970,417,247,564,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,533,2024-08-31T06:25:25.419519Z,555,0.0,0.0,0,0,0,6178,398,0,0,0,Loaned to Rennes,,0,0,0,0,0.00,0,226
